transaction_narration,label
Stock market purchase Ref004856 Amt22691 INR,investment
Cafe coffee purchase Ref004857 Amt36133 INR,food
Stock market purchase Ref004858 Amt31053 INR,investment
Crypto investment transfer Ref004859 Amt46383 INR,investment
Uber ride payment Ref004860 Amt25500 INR,travel
Train ticket booking IRCTC Ref004861 Amt8850 INR,travel
Demat account funding Ref004862 Amt18659 INR,investment
PPF account contribution Ref004863 Amt25911 INR,investment
Amazon online shopping Ref004864 Amt22832 INR,shopping
PPF account contribution Ref004865 Amt1862 INR,investment
Hotel stay payment Ref004866 Amt11775 INR,travel
Train ticket booking IRCTC Ref004867 Amt23842 INR,travel
Personal loan EMI Ref004868 Amt204 INR,emi
Supermarket shopping bill Ref004869 Amt49362 INR,shopping
Mutual fund SIP investment Ref004870 Amt42408 INR,investment
Ola cab booking Ref004871 Amt32864 INR,travel
Uber ride payment Ref004872 Amt13943 INR,travel
Bike loan installment Ref004873 Amt6185 INR,emi
Bike loan installment Ref004874 Amt42963 INR,emi
Flight ticket purchase Ref004875 Amt9979 INR,travel
Home loan EMI deduction Ref004876 Amt25450 INR,emi
Mutual fund SIP investment Ref004877 Amt17206 INR,investment
Stock market purchase Ref004878 Amt10817 INR,investment
PPF account contribution Ref004879 Amt7075 INR,investment
Mutual fund SIP investment Ref004880 Amt22794 INR,investment
Cafe coffee purchase Ref004881 Amt901 INR,food
Train ticket booking IRCTC Ref004882 Amt8537 INR,travel
Supermarket shopping bill Ref004883 Amt25265 INR,shopping
Mutual fund SIP investment Ref004884 Amt31959 INR,investment
Crypto investment transfer Ref004885 Amt3672 INR,investment
Bike loan installment Ref004886 Amt17050 INR,emi
Bakery item purchase Ref004887 Amt29608 INR,food
Clothing store purchase Ref004888 Amt31134 INR,shopping
Personal loan EMI Ref004889 Amt24011 INR,emi
Swiggy food delivery Ref004890 Amt27891 INR,food
Electronics store payment Ref004891 Amt44318 INR,shopping
Swiggy food delivery Ref004892 Amt555 INR,food
Personal loan EMI Ref004893 Amt16997 INR,emi
Hotel stay payment Ref004894 Amt40373 INR,travel
Crypto investment transfer Ref004895 Amt3281 INR,investment
Demat account funding Ref004896 Amt2711 INR,investment
Cafe coffee purchase Ref004897 Amt30262 INR,food
Loan EMI auto debit Ref004898 Amt39377 INR,emi
Home loan EMI deduction Ref004899 Amt27998 INR,emi
Home loan EMI deduction Ref004900 Amt1642 INR,emi
Clothing store purchase Ref004901 Amt11813 INR,shopping
Home loan EMI deduction Ref004902 Amt27432 INR,emi
Cafe coffee purchase Ref004903 Amt21375 INR,food
Loan EMI auto debit Ref004904 Amt39144 INR,emi
Restaurant bill payment Ref004905 Amt48066 INR,food
Bakery item purchase Ref004906 Amt48510 INR,food
Stock market purchase Ref004907 Amt11584 INR,investment
Bakery item purchase Ref004908 Amt6297 INR,food
Ola cab booking Ref004909 Amt41579 INR,travel
Crypto investment transfer Ref004910 Amt18102 INR,investment
Bike loan installment Ref004911 Amt45253 INR,emi
Flipkart purchase Ref004912 Amt48117 INR,shopping
Supermarket shopping bill Ref004913 Amt30142 INR,shopping
Zomato order payment Ref004914 Amt21503 INR,food
Loan EMI auto debit Ref004915 Amt9717 INR,emi
Amazon online shopping Ref004916 Amt25129 INR,shopping
Amazon online shopping Ref004917 Amt22236 INR,shopping
Bike loan installment Ref004918 Amt26362 INR,emi
Swiggy food delivery Ref004919 Amt49040 INR,food
Loan EMI auto debit Ref004920 Amt28505 INR,emi
Swiggy food delivery Ref004921 Amt37514 INR,food
Home loan EMI deduction Ref004922 Amt40442 INR,emi
Supermarket shopping bill Ref004923 Amt16074 INR,shopping
Restaurant bill payment Ref004924 Amt37674 INR,food
Stock market purchase Ref004925 Amt49954 INR,investment
Demat account funding Ref004926 Amt49046 INR,investment
Train ticket booking IRCTC Ref004927 Amt32970 INR,travel
Bakery item purchase Ref004928 Amt26227 INR,food
Train ticket booking IRCTC Ref004929 Amt17970 INR,travel
Cafe coffee purchase Ref004930 Amt13674 INR,food
Cafe coffee purchase Ref004931 Amt43171 INR,food
Train ticket booking IRCTC Ref004932 Amt17601 INR,travel
PPF account contribution Ref004933 Amt41705 INR,investment
Loan EMI auto debit Ref004934 Amt14604 INR,emi
Uber ride payment Ref004935 Amt46565 INR,travel
Credit card EMI payment Ref004936 Amt4276 INR,emi
Clothing store purchase Ref004937 Amt47820 INR,shopping
Electronics store payment Ref004938 Amt38629 INR,shopping
PPF account contribution Ref004939 Amt21645 INR,investment
Electronics store payment Ref004940 Amt31269 INR,shopping
Amazon online shopping Ref004941 Amt22575 INR,shopping
Home loan EMI deduction Ref004942 Amt22799 INR,emi
Stock market purchase Ref004943 Amt30374 INR,investment
Stock market purchase Ref004944 Amt34980 INR,investment
Flight ticket purchase Ref004945 Amt16857 INR,travel
Mutual fund SIP investment Ref004946 Amt43399 INR,investment
Amazon online shopping Ref004947 Amt41478 INR,shopping
PPF account contribution Ref004948 Amt22729 INR,investment
Swiggy food delivery Ref004949 Amt49121 INR,food
Clothing store purchase Ref004950 Amt20025 INR,shopping
Home loan EMI deduction Ref004951 Amt29689 INR,emi
Mutual fund SIP investment Ref004952 Amt10317 INR,investment
Supermarket shopping bill Ref004953 Amt11027 INR,shopping
Clothing store purchase Ref004954 Amt37120 INR,shopping
Crypto investment transfer Ref004955 Amt1634 INR,investment
Personal loan EMI Ref004956 Amt48862 INR,emi
Stock market purchase Ref004957 Amt24694 INR,investment
Flipkart purchase Ref004958 Amt24900 INR,shopping
Amazon online shopping Ref004959 Amt6455 INR,shopping
Stock market purchase Ref004960 Amt13948 INR,investment
Bakery item purchase Ref004961 Amt19062 INR,food
Ola cab booking Ref004962 Amt48233 INR,travel
PPF account contribution Ref004963 Amt26872 INR,investment
Credit card EMI payment Ref004964 Amt27505 INR,emi
Clothing store purchase Ref004965 Amt21032 INR,shopping
Loan EMI auto debit Ref004966 Amt43631 INR,emi
Personal loan EMI Ref004967 Amt35202 INR,emi
Electronics store payment Ref004968 Amt14852 INR,shopping
Crypto investment transfer Ref004969 Amt49699 INR,investment
Demat account funding Ref004970 Amt29555 INR,investment
Ola cab booking Ref004971 Amt26317 INR,travel
Loan EMI auto debit Ref004972 Amt35008 INR,emi
Bike loan installment Ref004973 Amt43104 INR,emi
Uber ride payment Ref004974 Amt25223 INR,travel
Electronics store payment Ref004975 Amt27511 INR,shopping
Stock market purchase Ref004976 Amt41808 INR,investment
Bakery item purchase Ref004977 Amt14792 INR,food
Hotel stay payment Ref004978 Amt40727 INR,travel
Amazon online shopping Ref004979 Amt39393 INR,shopping
Electronics store payment Ref004980 Amt1596 INR,shopping
Personal loan EMI Ref004981 Amt16480 INR,emi
Hotel stay payment Ref004982 Amt41092 INR,travel
Mutual fund SIP investment Ref004983 Amt24367 INR,investment
Bakery item purchase Ref004984 Amt42968 INR,food
PPF account contribution Ref004985 Amt33610 INR,investment
Ola cab booking Ref004986 Amt30100 INR,travel
Credit card EMI payment Ref004987 Amt11582 INR,emi
Stock market purchase Ref004988 Amt21250 INR,investment
Train ticket booking IRCTC Ref004989 Amt4347 INR,travel
Swiggy food delivery Ref004990 Amt37953 INR,food
Crypto investment transfer Ref004991 Amt16159 INR,investment
Electronics store payment Ref004992 Amt15952 INR,shopping
Flight ticket purchase Ref004993 Amt32882 INR,travel
Bakery item purchase Ref004994 Amt21809 INR,food
Ola cab booking Ref004995 Amt30391 INR,travel
Zomato order payment Ref004996 Amt49160 INR,food
Cafe coffee purchase Ref004997 Amt34163 INR,food
Crypto investment transfer Ref004998 Amt4711 INR,investment
Demat account funding Ref004999 Amt47022 INR,investment
Amazon online shopping Ref005000 Amt47010 INR,shopping
Supermarket shopping bill Ref005001 Amt46942 INR,shopping
Cafe coffee purchase Ref005002 Amt31610 INR,food
Restaurant bill payment Ref005003 Amt26209 INR,food
Restaurant bill payment Ref005004 Amt26277 INR,food
Electronics store payment Ref005005 Amt28187 INR,shopping
Zomato order payment Ref005006 Amt9667 INR,food
Personal loan EMI Ref005007 Amt49486 INR,emi
Swiggy food delivery Ref005008 Amt24116 INR,food
Demat account funding Ref005009 Amt9402 INR,investment
Flight ticket purchase Ref005010 Amt13868 INR,travel
Loan EMI auto debit Ref005011 Amt21728 INR,emi
Cafe coffee purchase Ref005012 Amt46570 INR,food
Stock market purchase Ref005013 Amt49709 INR,investment
Home loan EMI deduction Ref005014 Amt19452 INR,emi
Demat account funding Ref005015 Amt29615 INR,investment
Personal loan EMI Ref005016 Amt18141 INR,emi
Amazon online shopping Ref005017 Amt49994 INR,shopping
Ola cab booking Ref005018 Amt34295 INR,travel
Loan EMI auto debit Ref005019 Amt14584 INR,emi
Personal loan EMI Ref005020 Amt23871 INR,emi
Home loan EMI deduction Ref005021 Amt47013 INR,emi
Hotel stay payment Ref005022 Amt41642 INR,travel
Bike loan installment Ref005023 Amt46832 INR,emi
Demat account funding Ref005024 Amt10221 INR,investment
Ola cab booking Ref005025 Amt39909 INR,travel
Bike loan installment Ref005026 Amt16962 INR,emi
Uber ride payment Ref005027 Amt13971 INR,travel
Clothing store purchase Ref005028 Amt9823 INR,shopping
Amazon online shopping Ref005029 Amt17101 INR,shopping
Personal loan EMI Ref005030 Amt48954 INR,emi
Electronics store payment Ref005031 Amt31358 INR,shopping
Flipkart purchase Ref005032 Amt22658 INR,shopping
Hotel stay payment Ref005033 Amt32939 INR,travel
Personal loan EMI Ref005034 Amt24634 INR,emi
Crypto investment transfer Ref005035 Amt42592 INR,investment
Hotel stay payment Ref005036 Amt31691 INR,travel
Flight ticket purchase Ref005037 Amt24995 INR,travel
Zomato order payment Ref005038 Amt22537 INR,food
Train ticket booking IRCTC Ref005039 Amt13628 INR,travel
Ola cab booking Ref005040 Amt18339 INR,travel
Amazon online shopping Ref005041 Amt42698 INR,shopping
Train ticket booking IRCTC Ref005042 Amt32788 INR,travel
PPF account contribution Ref005043 Amt41953 INR,investment
Bakery item purchase Ref005044 Amt15066 INR,food
Train ticket booking IRCTC Ref005045 Amt43631 INR,travel
Cafe coffee purchase Ref005046 Amt41151 INR,food
Restaurant bill payment Ref005047 Amt33354 INR,food
Restaurant bill payment Ref005048 Amt36360 INR,food
Supermarket shopping bill Ref005049 Amt5306 INR,shopping
Cafe coffee purchase Ref005050 Amt37239 INR,food
Flipkart purchase Ref005051 Amt16136 INR,shopping
Credit card EMI payment Ref005052 Amt45300 INR,emi
Ola cab booking Ref005053 Amt45296 INR,travel
Stock market purchase Ref005054 Amt2736 INR,investment
Clothing store purchase Ref005055 Amt36274 INR,shopping
Loan EMI auto debit Ref005056 Amt48800 INR,emi
Uber ride payment Ref005057 Amt8786 INR,travel
Clothing store purchase Ref005058 Amt4088 INR,shopping
Ola cab booking Ref005059 Amt16086 INR,travel
Supermarket shopping bill Ref005060 Amt31379 INR,shopping
Mutual fund SIP investment Ref005061 Amt35288 INR,investment
Restaurant bill payment Ref005062 Amt41643 INR,food
Swiggy food delivery Ref005063 Amt31445 INR,food
Cafe coffee purchase Ref005064 Amt5564 INR,food
Stock market purchase Ref005065 Amt6645 INR,investment
Supermarket shopping bill Ref005066 Amt14189 INR,shopping
Electronics store payment Ref005067 Amt19758 INR,shopping
Amazon online shopping Ref005068 Amt38223 INR,shopping
Mutual fund SIP investment Ref005069 Amt47284 INR,investment
Stock market purchase Ref005070 Amt38696 INR,investment
Electronics store payment Ref005071 Amt132 INR,shopping
Bike loan installment Ref005072 Amt39510 INR,emi
Bike loan installment Ref005073 Amt41461 INR,emi
Train ticket booking IRCTC Ref005074 Amt33345 INR,travel
PPF account contribution Ref005075 Amt18696 INR,investment
Home loan EMI deduction Ref005076 Amt34977 INR,emi
Train ticket booking IRCTC Ref005077 Amt18141 INR,travel
Supermarket shopping bill Ref005078 Amt20337 INR,shopping
Mutual fund SIP investment Ref005079 Amt49685 INR,investment
Flight ticket purchase Ref005080 Amt527 INR,travel
Personal loan EMI Ref005081 Amt30935 INR,emi
Stock market purchase Ref005082 Amt11817 INR,investment
Cafe coffee purchase Ref005083 Amt44204 INR,food
Loan EMI auto debit Ref005084 Amt29145 INR,emi
Personal loan EMI Ref005085 Amt12070 INR,emi
Uber ride payment Ref005086 Amt15291 INR,travel
Train ticket booking IRCTC Ref005087 Amt32984 INR,travel
Home loan EMI deduction Ref005088 Amt34860 INR,emi
Mutual fund SIP investment Ref005089 Amt44975 INR,investment
Personal loan EMI Ref005090 Amt13881 INR,emi
Flipkart purchase Ref005091 Amt21318 INR,shopping
Ola cab booking Ref005092 Amt26067 INR,travel
Ola cab booking Ref005093 Amt40085 INR,travel
Train ticket booking IRCTC Ref005094 Amt33947 INR,travel
PPF account contribution Ref005095 Amt27422 INR,investment
Credit card EMI payment Ref005096 Amt17326 INR,emi
Demat account funding Ref005097 Amt24400 INR,investment
Train ticket booking IRCTC Ref005098 Amt21970 INR,travel
Home loan EMI deduction Ref005099 Amt29572 INR,emi
Bike loan installment Ref005100 Amt37015 INR,emi
Crypto investment transfer Ref005101 Amt471 INR,investment
Mutual fund SIP investment Ref005102 Amt26890 INR,investment
Credit card EMI payment Ref005103 Amt30042 INR,emi
Loan EMI auto debit Ref005104 Amt46259 INR,emi
Ola cab booking Ref005105 Amt43488 INR,travel
Home loan EMI deduction Ref005106 Amt24576 INR,emi
Restaurant bill payment Ref005107 Amt28116 INR,food
Demat account funding Ref005108 Amt36673 INR,investment
Flipkart purchase Ref005109 Amt14188 INR,shopping
Supermarket shopping bill Ref005110 Amt28942 INR,shopping
Loan EMI auto debit Ref005111 Amt4977 INR,emi
Ola cab booking Ref005112 Amt21430 INR,travel
PPF account contribution Ref005113 Amt30893 INR,investment
Cafe coffee purchase Ref005114 Amt45175 INR,food
Stock market purchase Ref005115 Amt18459 INR,investment
Supermarket shopping bill Ref005116 Amt24677 INR,shopping
Zomato order payment Ref005117 Amt3777 INR,food
Home loan EMI deduction Ref005118 Amt35351 INR,emi
Bike loan installment Ref005119 Amt18727 INR,emi
Cafe coffee purchase Ref005120 Amt8900 INR,food
Restaurant bill payment Ref005121 Amt48101 INR,food
Stock market purchase Ref005122 Amt9957 INR,investment
Clothing store purchase Ref005123 Amt37723 INR,shopping
Hotel stay payment Ref005124 Amt5867 INR,travel
Stock market purchase Ref005125 Amt21585 INR,investment
Supermarket shopping bill Ref005126 Amt43399 INR,shopping
Personal loan EMI Ref005127 Amt34901 INR,emi
Loan EMI auto debit Ref005128 Amt9305 INR,emi
Restaurant bill payment Ref005129 Amt23773 INR,food
Stock market purchase Ref005130 Amt12167 INR,investment
Bike loan installment Ref005131 Amt15021 INR,emi
Demat account funding Ref005132 Amt21924 INR,investment
Train ticket booking IRCTC Ref005133 Amt16835 INR,travel
Amazon online shopping Ref005134 Amt9292 INR,shopping
Cafe coffee purchase Ref005135 Amt28105 INR,food
Crypto investment transfer Ref005136 Amt3247 INR,investment
Amazon online shopping Ref005137 Amt33671 INR,shopping
Loan EMI auto debit Ref005138 Amt37174 INR,emi
Mutual fund SIP investment Ref005139 Amt33144 INR,investment
Personal loan EMI Ref005140 Amt32344 INR,emi
Personal loan EMI Ref005141 Amt21972 INR,emi
Zomato order payment Ref005142 Amt37147 INR,food
Bakery item purchase Ref005143 Amt7461 INR,food
Flipkart purchase Ref005144 Amt33752 INR,shopping
Bakery item purchase Ref005145 Amt30800 INR,food
Flipkart purchase Ref005146 Amt49377 INR,shopping
Cafe coffee purchase Ref005147 Amt18244 INR,food
Crypto investment transfer Ref005148 Amt48526 INR,investment
Train ticket booking IRCTC Ref005149 Amt4885 INR,travel
Hotel stay payment Ref005150 Amt22369 INR,travel
PPF account contribution Ref005151 Amt45489 INR,investment
Mutual fund SIP investment Ref005152 Amt26410 INR,investment
Clothing store purchase Ref005153 Amt516 INR,shopping
Electronics store payment Ref005154 Amt1336 INR,shopping
Swiggy food delivery Ref005155 Amt21227 INR,food
Stock market purchase Ref005156 Amt17064 INR,investment
Hotel stay payment Ref005157 Amt44306 INR,travel
Personal loan EMI Ref005158 Amt30099 INR,emi
Hotel stay payment Ref005159 Amt23342 INR,travel
Flipkart purchase Ref005160 Amt12476 INR,shopping
Ola cab booking Ref005161 Amt20316 INR,travel
Uber ride payment Ref005162 Amt1818 INR,travel
Supermarket shopping bill Ref005163 Amt2685 INR,shopping
Hotel stay payment Ref005164 Amt22940 INR,travel
Restaurant bill payment Ref005165 Amt20765 INR,food
Ola cab booking Ref005166 Amt13318 INR,travel
Credit card EMI payment Ref005167 Amt27905 INR,emi
Credit card EMI payment Ref005168 Amt14336 INR,emi
Loan EMI auto debit Ref005169 Amt9098 INR,emi
Mutual fund SIP investment Ref005170 Amt24683 INR,investment
Cafe coffee purchase Ref005171 Amt48855 INR,food
Flight ticket purchase Ref005172 Amt3325 INR,travel
Crypto investment transfer Ref005173 Amt26260 INR,investment
Ola cab booking Ref005174 Amt25036 INR,travel
Amazon online shopping Ref005175 Amt6185 INR,shopping
Hotel stay payment Ref005176 Amt37999 INR,travel
Amazon online shopping Ref005177 Amt10774 INR,shopping
Uber ride payment Ref005178 Amt32154 INR,travel
Clothing store purchase Ref005179 Amt49231 INR,shopping
Bike loan installment Ref005180 Amt12616 INR,emi
Uber ride payment Ref005181 Amt33320 INR,travel
Bike loan installment Ref005182 Amt16830 INR,emi
Amazon online shopping Ref005183 Amt30046 INR,shopping
Zomato order payment Ref005184 Amt25005 INR,food
Crypto investment transfer Ref005185 Amt6657 INR,investment
Home loan EMI deduction Ref005186 Amt20414 INR,emi
Cafe coffee purchase Ref005187 Amt42829 INR,food
Credit card EMI payment Ref005188 Amt46054 INR,emi
Cafe coffee purchase Ref005189 Amt30991 INR,food
Restaurant bill payment Ref005190 Amt47916 INR,food
Loan EMI auto debit Ref005191 Amt9323 INR,emi
Ola cab booking Ref005192 Amt37100 INR,travel
Swiggy food delivery Ref005193 Amt34088 INR,food
Ola cab booking Ref005194 Amt45652 INR,travel
Mutual fund SIP investment Ref005195 Amt4109 INR,investment
Flipkart purchase Ref005196 Amt48586 INR,shopping
Home loan EMI deduction Ref005197 Amt40572 INR,emi
Stock market purchase Ref005198 Amt27575 INR,investment
Ola cab booking Ref005199 Amt34086 INR,travel
Ola cab booking Ref005200 Amt24025 INR,travel
Swiggy food delivery Ref005201 Amt2064 INR,food
Stock market purchase Ref005202 Amt20158 INR,investment
Demat account funding Ref005203 Amt17478 INR,investment
Clothing store purchase Ref005204 Amt1966 INR,shopping
Restaurant bill payment Ref005205 Amt1967 INR,food
Mutual fund SIP investment Ref005206 Amt48265 INR,investment
Flight ticket purchase Ref005207 Amt3147 INR,travel
Electronics store payment Ref005208 Amt39323 INR,shopping
Flipkart purchase Ref005209 Amt10465 INR,shopping
Zomato order payment Ref005210 Amt22950 INR,food
Uber ride payment Ref005211 Amt27617 INR,travel
Zomato order payment Ref005212 Amt31274 INR,food
Crypto investment transfer Ref005213 Amt35274 INR,investment
Stock market purchase Ref005214 Amt39635 INR,investment
Restaurant bill payment Ref005215 Amt31311 INR,food
Demat account funding Ref005216 Amt8501 INR,investment
Personal loan EMI Ref005217 Amt24058 INR,emi
Amazon online shopping Ref005218 Amt31412 INR,shopping
PPF account contribution Ref005219 Amt12963 INR,investment
Ola cab booking Ref005220 Amt33833 INR,travel
Ola cab booking Ref005221 Amt14881 INR,travel
Zomato order payment Ref005222 Amt47106 INR,food
Demat account funding Ref005223 Amt40405 INR,investment
Swiggy food delivery Ref005224 Amt14925 INR,food
Credit card EMI payment Ref005225 Amt47943 INR,emi
Home loan EMI deduction Ref005226 Amt46660 INR,emi
PPF account contribution Ref005227 Amt34173 INR,investment
Supermarket shopping bill Ref005228 Amt17580 INR,shopping
Train ticket booking IRCTC Ref005229 Amt27757 INR,travel
Credit card EMI payment Ref005230 Amt38069 INR,emi
Cafe coffee purchase Ref005231 Amt41510 INR,food
Swiggy food delivery Ref005232 Amt12038 INR,food
Swiggy food delivery Ref005233 Amt41691 INR,food
Swiggy food delivery Ref005234 Amt10709 INR,food
Demat account funding Ref005235 Amt867 INR,investment
Electronics store payment Ref005236 Amt31809 INR,shopping
Credit card EMI payment Ref005237 Amt41303 INR,emi
Electronics store payment Ref005238 Amt29729 INR,shopping
Flight ticket purchase Ref005239 Amt40818 INR,travel
Personal loan EMI Ref005240 Amt28926 INR,emi
Restaurant bill payment Ref005241 Amt43056 INR,food
Clothing store purchase Ref005242 Amt22202 INR,shopping
Train ticket booking IRCTC Ref005243 Amt22446 INR,travel
PPF account contribution Ref005244 Amt30005 INR,investment
Restaurant bill payment Ref005245 Amt34117 INR,food
Loan EMI auto debit Ref005246 Amt24048 INR,emi
Mutual fund SIP investment Ref005247 Amt35706 INR,investment
Uber ride payment Ref005248 Amt14984 INR,travel
Mutual fund SIP investment Ref005249 Amt7982 INR,investment
Clothing store purchase Ref005250 Amt8377 INR,shopping
Home loan EMI deduction Ref005251 Amt29759 INR,emi
PPF account contribution Ref005252 Amt5537 INR,investment
Flipkart purchase Ref005253 Amt26154 INR,shopping
Flipkart purchase Ref005254 Amt9387 INR,shopping
Uber ride payment Ref005255 Amt13120 INR,travel
Personal loan EMI Ref005256 Amt39482 INR,emi
Hotel stay payment Ref005257 Amt34870 INR,travel
Amazon online shopping Ref005258 Amt35040 INR,shopping
Personal loan EMI Ref005259 Amt15201 INR,emi
Flipkart purchase Ref005260 Amt24641 INR,shopping
Uber ride payment Ref005261 Amt44690 INR,travel
Hotel stay payment Ref005262 Amt14928 INR,travel
Hotel stay payment Ref005263 Amt40055 INR,travel
Stock market purchase Ref005264 Amt18346 INR,investment
Cafe coffee purchase Ref005265 Amt19531 INR,food
PPF account contribution Ref005266 Amt27707 INR,investment
Crypto investment transfer Ref005267 Amt21197 INR,investment
Train ticket booking IRCTC Ref005268 Amt123 INR,travel
Restaurant bill payment Ref005269 Amt46521 INR,food
Clothing store purchase Ref005270 Amt13780 INR,shopping
Supermarket shopping bill Ref005271 Amt4478 INR,shopping
Cafe coffee purchase Ref005272 Amt9294 INR,food
Flight ticket purchase Ref005273 Amt10602 INR,travel
Flight ticket purchase Ref005274 Amt10549 INR,travel
Crypto investment transfer Ref005275 Amt38859 INR,investment
Ola cab booking Ref005276 Amt23064 INR,travel
Swiggy food delivery Ref005277 Amt18202 INR,food
Flight ticket purchase Ref005278 Amt8191 INR,travel
Flipkart purchase Ref005279 Amt13589 INR,shopping
Stock market purchase Ref005280 Amt44155 INR,investment
Home loan EMI deduction Ref005281 Amt805 INR,emi
Bakery item purchase Ref005282 Amt20492 INR,food
Amazon online shopping Ref005283 Amt41292 INR,shopping
Electronics store payment Ref005284 Amt15316 INR,shopping
Demat account funding Ref005285 Amt8283 INR,investment
Supermarket shopping bill Ref005286 Amt29877 INR,shopping
Uber ride payment Ref005287 Amt49530 INR,travel
Home loan EMI deduction Ref005288 Amt2785 INR,emi
Demat account funding Ref005289 Amt7494 INR,investment
Crypto investment transfer Ref005290 Amt38437 INR,investment
Flight ticket purchase Ref005291 Amt49806 INR,travel
Credit card EMI payment Ref005292 Amt34364 INR,emi
Zomato order payment Ref005293 Amt48056 INR,food
Supermarket shopping bill Ref005294 Amt23860 INR,shopping
Flight ticket purchase Ref005295 Amt46079 INR,travel
Crypto investment transfer Ref005296 Amt3812 INR,investment
Restaurant bill payment Ref005297 Amt47551 INR,food
Home loan EMI deduction Ref005298 Amt42060 INR,emi
Clothing store purchase Ref005299 Amt27601 INR,shopping
Home loan EMI deduction Ref005300 Amt5545 INR,emi
Zomato order payment Ref005301 Amt46833 INR,food
Stock market purchase Ref005302 Amt38489 INR,investment
Stock market purchase Ref005303 Amt38837 INR,investment
Demat account funding Ref005304 Amt6913 INR,investment
PPF account contribution Ref005305 Amt39856 INR,investment
Electronics store payment Ref005306 Amt39855 INR,shopping
Electronics store payment Ref005307 Amt2859 INR,shopping
Amazon online shopping Ref005308 Amt38788 INR,shopping
Bakery item purchase Ref005309 Amt6320 INR,food
Swiggy food delivery Ref005310 Amt23738 INR,food
Supermarket shopping bill Ref005311 Amt27745 INR,shopping
Mutual fund SIP investment Ref005312 Amt22860 INR,investment
Crypto investment transfer Ref005313 Amt37674 INR,investment
Amazon online shopping Ref005314 Amt26228 INR,shopping
Mutual fund SIP investment Ref005315 Amt14258 INR,investment
Flipkart purchase Ref005316 Amt1682 INR,shopping
Loan EMI auto debit Ref005317 Amt19254 INR,emi
Mutual fund SIP investment Ref005318 Amt47879 INR,investment
Demat account funding Ref005319 Amt23600 INR,investment
Home loan EMI deduction Ref005320 Amt16398 INR,emi
Bike loan installment Ref005321 Amt3232 INR,emi
Bike loan installment Ref005322 Amt45916 INR,emi
Credit card EMI payment Ref005323 Amt13821 INR,emi
Supermarket shopping bill Ref005324 Amt42586 INR,shopping
Bike loan installment Ref005325 Amt49469 INR,emi
Credit card EMI payment Ref005326 Amt32857 INR,emi
Restaurant bill payment Ref005327 Amt23155 INR,food
Supermarket shopping bill Ref005328 Amt48587 INR,shopping
Train ticket booking IRCTC Ref005329 Amt20143 INR,travel
Zomato order payment Ref005330 Amt42007 INR,food
Demat account funding Ref005331 Amt40850 INR,investment
Stock market purchase Ref005332 Amt49682 INR,investment
Stock market purchase Ref005333 Amt17446 INR,investment
Demat account funding Ref005334 Amt22185 INR,investment
Demat account funding Ref005335 Amt49564 INR,investment
Ola cab booking Ref005336 Amt21252 INR,travel
Zomato order payment Ref005337 Amt12538 INR,food
Clothing store purchase Ref005338 Amt33269 INR,shopping
Clothing store purchase Ref005339 Amt49695 INR,shopping
Supermarket shopping bill Ref005340 Amt11759 INR,shopping
PPF account contribution Ref005341 Amt45689 INR,investment
Swiggy food delivery Ref005342 Amt6218 INR,food
Bakery item purchase Ref005343 Amt43562 INR,food
Demat account funding Ref005344 Amt9652 INR,investment
Personal loan EMI Ref005345 Amt23286 INR,emi
Stock market purchase Ref005346 Amt25347 INR,investment
Restaurant bill payment Ref005347 Amt40301 INR,food
Amazon online shopping Ref005348 Amt21322 INR,shopping
Flight ticket purchase Ref005349 Amt2772 INR,travel
Hotel stay payment Ref005350 Amt10258 INR,travel
Loan EMI auto debit Ref005351 Amt32507 INR,emi
Ola cab booking Ref005352 Amt16179 INR,travel
Flight ticket purchase Ref005353 Amt42560 INR,travel
Ola cab booking Ref005354 Amt913 INR,travel
Credit card EMI payment Ref005355 Amt1461 INR,emi
Electronics store payment Ref005356 Amt28867 INR,shopping
PPF account contribution Ref005357 Amt36225 INR,investment
Flipkart purchase Ref005358 Amt27122 INR,shopping
Hotel stay payment Ref005359 Amt38169 INR,travel
PPF account contribution Ref005360 Amt25469 INR,investment
Home loan EMI deduction Ref005361 Amt17372 INR,emi
Demat account funding Ref005362 Amt23988 INR,investment
Train ticket booking IRCTC Ref005363 Amt35513 INR,travel
Loan EMI auto debit Ref005364 Amt45529 INR,emi
Train ticket booking IRCTC Ref005365 Amt46134 INR,travel
Hotel stay payment Ref005366 Amt38042 INR,travel
Uber ride payment Ref005367 Amt33356 INR,travel
PPF account contribution Ref005368 Amt20644 INR,investment
Bakery item purchase Ref005369 Amt15030 INR,food
Personal loan EMI Ref005370 Amt14777 INR,emi
Demat account funding Ref005371 Amt37734 INR,investment
Cafe coffee purchase Ref005372 Amt40654 INR,food
Crypto investment transfer Ref005373 Amt38835 INR,investment
Mutual fund SIP investment Ref005374 Amt11329 INR,investment
Bakery item purchase Ref005375 Amt29490 INR,food
Amazon online shopping Ref005376 Amt22880 INR,shopping
Stock market purchase Ref005377 Amt4279 INR,investment
Loan EMI auto debit Ref005378 Amt47211 INR,emi
Personal loan EMI Ref005379 Amt16615 INR,emi
Bakery item purchase Ref005380 Amt32265 INR,food
Stock market purchase Ref005381 Amt26068 INR,investment
Flight ticket purchase Ref005382 Amt20404 INR,travel
Clothing store purchase Ref005383 Amt21761 INR,shopping
Hotel stay payment Ref005384 Amt33389 INR,travel
